sample,pct_miss,city,site_abbv,nlcd_urban_pct,id,management_type,name,value
TO.BO.HC1.M.3,(79),Boston,HC1,18.150702234447383,3,M,K3,0.979
TO.BO.HC1.M.4,(51),Boston,HC1,18.150702234447383,4,M,K1,0.376
TO.BO.HC1.M.4,(51),Boston,HC1,18.150702234447383,4,M,K2,0.623
TO.BO.HC1.M.4,(51),Boston,HC1,18.150702234447383,4,M,K3,0.001
TO.MN.L05-TO.M.1,(76),Minneapolis,L05-TO,18.672672010506155,1,M,K1,0.828
TO.MN.L05-TO.M.1,(76),Minneapolis,L05-TO,18.672672010506155,1,M,K2,0.17
TO.MN.L05-TO.M.1,(76),Minneapolis,L05-TO,18.672672010506155,1,M,K3,0.002
TO.MN.L05-TO.M.2,(77),Minneapolis,L05-TO,18.672672010506155,2,M,K1,0.443
TO.MN.L05-TO.M.2,(77),Minneapolis,L05-TO,18.672672010506155,2,M,K2,0.493
TO.MN.L05-TO.M.2,(77),Minneapolis,L05-TO,18.672672010506155,2,M,K3,0.064
TO.MN.L05-TO.M.3,(55),Minneapolis,L05-TO,18.672672010506155,3,M,K1,0.997
TO.MN.L05-TO.M.3,(55),Minneapolis,L05-TO,18.672672010506155,3,M,K2,0.001
TO.MN.L05-TO.M.3,(55),Minneapolis,L05-TO,18.672672010506155,3,M,K3,0.002
TO.MN.L05-TO.M.5,(45),Minneapolis,L05-TO,18.672672010506155,5,M,K1,0.989
TO.MN.L05-TO.M.5,(45),Minneapolis,L05-TO,18.672672010506155,5,M,K2,0.003
TO.MN.L05-TO.M.5,(45),Minneapolis,L05-TO,18.672672010506155,5,M,K3,0.009
TO.PX.WES.M.1,(57),Phoenix,WES,18.7666012803799,1,M,K1,0.002
TO.PX.WES.M.1,(57),Phoenix,WES,18.7666012803799,1,M,K2,0.001
TO.PX.WES.M.1,(57),Phoenix,WES,18.7666012803799,1,M,K3,0.997
TO.PX.WES.M.2,(53),Phoenix,WES,18.7666012803799,2,M,K1,0.001
TO.PX.WES.M.2,(53),Phoenix,WES,18.7666012803799,2,M,K2,0.004
TO.PX.WES.M.2,(53),Phoenix,WES,18.7666012803799,2,M,K3,0.995
TO.BO.LC1.M.1,(77),Boston,LC1,20.254327492049352,1,M,K1,0.508
TO.BO.LC1.M.1,(77),Boston,LC1,20.254327492049352,1,M,K2,0.482
TO.BO.LC1.M.1,(77),Boston,LC1,20.254327492049352,1,M,K3,0.011
TO.BO.LC1.M.2,(64),Boston,LC1,20.254327492049352,2,M,K1,0.004
TO.BO.LC1.M.2,(64),Boston,LC1,20.254327492049352,2,M,K2,0.001
TO.BO.LC1.M.2,(64),Boston,LC1,20.254327492049352,2,M,K3,0.995
TO.BO.LC1.M.4,(61),Boston,LC1,20.254327492049352,4,M,K1,0.014
TO.BO.LC1.M.4,(61),Boston,LC1,20.254327492049352,4,M,K2,0.888
TO.BO.LC1.M.4,(61),Boston,LC1,20.254327492049352,4,M,K3,0.097
TO.BO.LC3.M.1,(57),Boston,LC3,21.51105866510252,1,M,K1,0
TO.BO.LC3.M.1,(57),Boston,LC3,21.51105866510252,1,M,K2,0.999
TO.BO.LC3.M.1,(57),Boston,LC3,21.51105866510252,1,M,K3,0
TO.BO.LC3.M.5,(61),Boston,LC3,21.51105866510252,5,M,K1,0.452
TO.BO.LC3.M.5,(61),Boston,LC3,21.51105866510252,5,M,K2,0.547
TO.BO.LC3.M.5,(61),Boston,LC3,21.51105866510252,5,M,K3,0.001
TO.BO.HC3.M.1,(76),Boston,HC3,21.66843999850111,1,M,K1,0.015
TO.BO.HC3.M.1,(76),Boston,HC3,21.66843999850111,1,M,K2,0.984
TO.BO.HC3.M.1,(76),Boston,HC3,21.66843999850111,1,M,K3,0.001
TO.BO.HC3.M.2,(80),Boston,HC3,21.66843999850111,2,M,K1,0.008
TO.BO.HC3.M.2,(80),Boston,HC3,21.66843999850111,2,M,K2,0.466
TO.BO.HC3.M.2,(80),Boston,HC3,21.66843999850111,2,M,K3,0.525
TO.BO.HC3.M.3,(61),Boston,HC3,21.66843999850111,3,M,K1,0.998
TO.BO.HC3.M.3,(61),Boston,HC3,21.66843999850111,3,M,K2,0.001
TO.BO.HC3.M.3,(61),Boston,HC3,21.66843999850111,3,M,K3,0.001
TO.BO.HC3.M.4,(60),Boston,HC3,21.66843999850111,4,M,K1,0.003
TO.BO.HC3.M.4,(60),Boston,HC3,21.66843999850111,4,M,K2,0.879
TO.BO.HC3.M.4,(60),Boston,HC3,21.66843999850111,4,M,K3,0.118
TO.BA.LH-1.M.2,(70),Baltimore,LH-1,22.51143296141457,2,M,K1,0.204
TO.BA.LH-1.M.2,(70),Baltimore,LH-1,22.51143296141457,2,M,K2,0.794
TO.BA.LH-1.M.2,(70),Baltimore,LH-1,22.51143296141457,2,M,K3,0.002
TO.BA.LH-1.M.4,(65),Baltimore,LH-1,22.51143296141457,4,M,K1,0.205
TO.BA.LH-1.M.4,(65),Baltimore,LH-1,22.51143296141457,4,M,K2,0.002
TO.BA.LH-1.M.4,(65),Baltimore,LH-1,22.51143296141457,4,M,K3,0.794
TO.BA.LH-1.M.5,(60),Baltimore,LH-1,22.51143296141457,5,M,K1,0.994
TO.BA.LH-1.M.5,(60),Baltimore,LH-1,22.51143296141457,5,M,K2,0.002
TO.BA.LH-1.M.5,(60),Baltimore,LH-1,22.51143296141457,5,M,K3,0.003
TO.MN.L07-TO.U.1,(81),Minneapolis,L07-TO,24.839230066003424,1,U,K1,0.005
TO.MN.L07-TO.U.1,(81),Minneapolis,L07-TO,24.839230066003424,1,U,K2,0.972
TO.MN.L07-TO.U.1,(81),Minneapolis,L07-TO,24.839230066003424,1,U,K3,0.023
TO.MN.L07-TO.U.2,(69),Minneapolis,L07-TO,24.839230066003424,2,U,K1,0.997
TO.MN.L07-TO.U.2,(69),Minneapolis,L07-TO,24.839230066003424,2,U,K2,0.002
TO.MN.L07-TO.U.2,(69),Minneapolis,L07-TO,24.839230066003424,2,U,K3,0.001
TO.MN.L07-TO.U.3,(59),Minneapolis,L07-TO,24.839230066003424,3,U,K1,0.524
TO.MN.L07-TO.U.3,(59),Minneapolis,L07-TO,24.839230066003424,3,U,K2,0.47
TO.MN.L07-TO.U.3,(59),Minneapolis,L07-TO,24.839230066003424,3,U,K3,0.007
TO.MN.L07-TO.U.5,(84),Minneapolis,L07-TO,24.839230066003424,5,U,K1,0.009
TO.MN.L07-TO.U.5,(84),Minneapolis,L07-TO,24.839230066003424,5,U,K2,0.989
TO.MN.L07-TO.U.5,(84),Minneapolis,L07-TO,24.839230066003424,5,U,K3,0.002
TO.MN.L07-TO.M.2,(55),Minneapolis,L07-TO,25.02096618407255,2,M,K1,0.006
TO.MN.L07-TO.M.2,(55),Minneapolis,L07-TO,25.02096618407255,2,M,K2,0.017
TO.MN.L07-TO.M.2,(55),Minneapolis,L07-TO,25.02096618407255,2,M,K3,0.978
TO.MN.L07-TO.M.3,(64),Minneapolis,L07-TO,25.02096618407255,3,M,K1,0.999
TO.MN.L07-TO.M.3,(64),Minneapolis,L07-TO,25.02096618407255,3,M,K2,0.001
TO.MN.L07-TO.M.3,(64),Minneapolis,L07-TO,25.02096618407255,3,M,K3,0.001
TO.MN.L07-TO.M.4,(80),Minneapolis,L07-TO,25.02096618407255,4,M,K1,0.005
TO.MN.L07-TO.M.4,(80),Minneapolis,L07-TO,25.02096618407255,4,M,K2,0.49
TO.MN.L07-TO.M.4,(80),Minneapolis,L07-TO,25.02096618407255,4,M,K3,0.505
TO.MN.L07-TO.M.5,(57),Minneapolis,L07-TO,25.02096618407255,5,M,K1,0.004
TO.MN.L07-TO.M.5,(57),Minneapolis,L07-TO,25.02096618407255,5,M,K2,0.001
TO.MN.L07-TO.M.5,(57),Minneapolis,L07-TO,25.02096618407255,5,M,K3,0.995
TO.BO.LC2.M.1,(57),Boston,LC2,27.3766498955428,1,M,K1,0.021
TO.BO.LC2.M.1,(57),Boston,LC2,27.3766498955428,1,M,K2,0.811
TO.BO.LC2.M.1,(57),Boston,LC2,27.3766498955428,1,M,K3,0.168
TO.BO.LC2.M.2,(59),Boston,LC2,27.3766498955428,2,M,K1,0.518
TO.BO.LC2.M.2,(59),Boston,LC2,27.3766498955428,2,M,K2,0.481
TO.BO.LC2.M.2,(59),Boston,LC2,27.3766498955428,2,M,K3,0.001
TO.BO.LC2.M.3,(66),Boston,LC2,27.3766498955428,3,M,K1,0.001
TO.BO.LC2.M.3,(66),Boston,LC2,27.3766498955428,3,M,K2,0.998
TO.BO.LC2.M.3,(66),Boston,LC2,27.3766498955428,3,M,K3,0.001
TO.BO.LC2.M.5,(44),Boston,LC2,27.3766498955428,5,M,K1,0.002
TO.BO.LC2.M.5,(44),Boston,LC2,27.3766498955428,5,M,K2,0.99
TO.BO.LC2.M.5,(44),Boston,LC2,27.3766498955428,5,M,K3,0.008
TO.BA.LH-3.M.2,(66),Baltimore,LH-3,28.597635768928697,2,M,K1,0.984
TO.BA.LH-3.M.2,(66),Baltimore,LH-3,28.597635768928697,2,M,K2,0.014
TO.BA.LH-3.M.2,(66),Baltimore,LH-3,28.597635768928697,2,M,K3,0.003
TO.BA.LH-3.M.4,(50),Baltimore,LH-3,28.597635768928697,4,M,K1,0.999
TO.BA.LH-3.M.4,(50),Baltimore,LH-3,28.597635768928697,4,M,K2,0.001
TO.BA.LH-3.M.4,(50),Baltimore,LH-3,28.597635768928697,4,M,K3,0.001
TO.BA.LH-3.M.5,(60),Baltimore,LH-3,28.597635768928697,5,M,K1,0.998
TO.BA.LH-3.M.5,(60),Baltimore,LH-3,28.597635768928697,5,M,K2,0.001
TO.BA.LH-3.M.5,(60),Baltimore,LH-3,28.597635768928697,5,M,K3,0.001
TO.PX.DF1.M.1,(78),Phoenix,DF1,29.679793317629027,1,M,K1,0.001
TO.PX.DF1.M.1,(78),Phoenix,DF1,29.679793317629027,1,M,K2,0.001
TO.PX.DF1.M.1,(78),Phoenix,DF1,29.679793317629027,1,M,K3,0.998
TO.PX.DF2.M.1,(75),Phoenix,DF2,29.679793317629027,1,M,K1,0.501
TO.PX.DF2.M.1,(75),Phoenix,DF2,29.679793317629027,1,M,K2,0.472
TO.PX.DF2.M.1,(75),Phoenix,DF2,29.679793317629027,1,M,K3,0.027
TO.BA.WGP.M.1,(75),Baltimore,WGP,30.4150617880518,1,M,K1,0.47
TO.BA.WGP.M.1,(75),Baltimore,WGP,30.4150617880518,1,M,K2,0.417
TO.BA.WGP.M.1,(75),Baltimore,WGP,30.4150617880518,1,M,K3,0.113
TO.BA.WGP.M.3,(51),Baltimore,WGP,30.4150617880518,3,M,K1,0.996
TO.BA.WGP.M.3,(51),Baltimore,WGP,30.4150617880518,3,M,K2,0.002
TO.BA.WGP.M.3,(51),Baltimore,WGP,30.4150617880518,3,M,K3,0.001
TO.BA.WGP.M.5,(88),Baltimore,WGP,30.4150617880518,5,M,K1,0.447
TO.BA.WGP.M.5,(88),Baltimore,WGP,30.4150617880518,5,M,K2,0.53
TO.BA.WGP.M.5,(88),Baltimore,WGP,30.4150617880518,5,M,K3,0.023
TO.BA.RG-2.M.1,(87),Baltimore,RG-2,33.051016532665145,1,M,K1,0.609
TO.BA.RG-2.M.1,(87),Baltimore,RG-2,33.051016532665145,1,M,K2,0.385
TO.BA.RG-2.M.1,(87),Baltimore,RG-2,33.051016532665145,1,M,K3,0.005
TO.BA.RG-2.M.2,(72),Baltimore,RG-2,33.051016532665145,2,M,K1,0.172
TO.BA.RG-2.M.2,(72),Baltimore,RG-2,33.051016532665145,2,M,K2,0.828
TO.BA.RG-2.M.2,(72),Baltimore,RG-2,33.051016532665145,2,M,K3,0.001
TO.BA.RG-2.M.4,(87),Baltimore,RG-2,33.051016532665145,4,M,K1,0.03
TO.BA.RG-2.M.4,(87),Baltimore,RG-2,33.051016532665145,4,M,K2,0.965
TO.BA.RG-2.M.4,(87),Baltimore,RG-2,33.051016532665145,4,M,K3,0.006
TO.BA.RG-2.M.5,(58),Baltimore,RG-2,33.051016532665145,5,M,K1,0.994
TO.BA.RG-2.M.5,(58),Baltimore,RG-2,33.051016532665145,5,M,K2,0.004
TO.BA.RG-2.M.5,(58),Baltimore,RG-2,33.051016532665145,5,M,K3,0.003
TO.MN.L10-TO.M.1,(75),Minneapolis,L10-TO,34.982170058753425,1,M,K1,0.003
TO.MN.L10-TO.M.1,(75),Minneapolis,L10-TO,34.982170058753425,1,M,K2,0.996
TO.MN.L10-TO.M.1,(75),Minneapolis,L10-TO,34.982170058753425,1,M,K3,0.001
TO.MN.L10-TO.M.3,(81),Minneapolis,L10-TO,34.982170058753425,3,M,K1,0.008
TO.MN.L10-TO.M.3,(81),Minneapolis,L10-TO,34.982170058753425,3,M,K2,0.28
TO.MN.L10-TO.M.3,(81),Minneapolis,L10-TO,34.982170058753425,3,M,K3,0.712
TO.MN.L10-TO.M.4,(56),Minneapolis,L10-TO,34.982170058753425,4,M,K1,0.006
TO.MN.L10-TO.M.4,(56),Minneapolis,L10-TO,34.982170058753425,4,M,K2,0.003
TO.MN.L10-TO.M.4,(56),Minneapolis,L10-TO,34.982170058753425,4,M,K3,0.992
TO.BA.TRC.U.1,(100),Baltimore,TRC,35.966652191392896,1,U,K1,0.332
TO.BA.TRC.U.1,(100),Baltimore,TRC,35.966652191392896,1,U,K2,0.336
TO.BA.TRC.U.1,(100),Baltimore,TRC,35.966652191392896,1,U,K3,0.332
TO.BA.TRC.U.2,(99),Baltimore,TRC,35.966652191392896,2,U,K1,0.321
TO.BA.TRC.U.2,(99),Baltimore,TRC,35.966652191392896,2,U,K2,0.359
TO.BA.TRC.U.2,(99),Baltimore,TRC,35.966652191392896,2,U,K3,0.32
TO.BA.TRC.U.3,(100),Baltimore,TRC,35.966652191392896,3,U,K1,0.333
TO.BA.TRC.U.3,(100),Baltimore,TRC,35.966652191392896,3,U,K2,0.335
TO.BA.TRC.U.3,(100),Baltimore,TRC,35.966652191392896,3,U,K3,0.332
TO.LA.HAR.M.4,(87),Los Angeles,HAR,39.67907724768159,4,M,K1,0.003
TO.LA.HAR.M.4,(87),Los Angeles,HAR,39.67907724768159,4,M,K2,0.995
TO.LA.HAR.M.4,(87),Los Angeles,HAR,39.67907724768159,4,M,K3,0.002
TO.BA.WB.U.1,(54),Baltimore,WB,40.287511059551015,1,U,K1,0.004
TO.BA.WB.U.1,(54),Baltimore,WB,40.287511059551015,1,U,K2,0.007
TO.BA.WB.U.1,(54),Baltimore,WB,40.287511059551015,1,U,K3,0.989
TO.BA.WB.U.2,(59),Baltimore,WB,40.287511059551015,2,U,K1,0.001
TO.BA.WB.U.2,(59),Baltimore,WB,40.287511059551015,2,U,K2,0.001
TO.BA.WB.U.2,(59),Baltimore,WB,40.287511059551015,2,U,K3,0.998
TO.BA.WB.U.4,(70),Baltimore,WB,40.287511059551015,4,U,K1,0.229
TO.BA.WB.U.4,(70),Baltimore,WB,40.287511059551015,4,U,K2,0.001
TO.BA.WB.U.4,(70),Baltimore,WB,40.287511059551015,4,U,K3,0.77
TO.BA.GA.U.1,(61),Baltimore,GA,41.15783720861411,1,U,K1,0.996
TO.BA.GA.U.1,(61),Baltimore,GA,41.15783720861411,1,U,K2,0.002
TO.BA.GA.U.1,(61),Baltimore,GA,41.15783720861411,1,U,K3,0.002
TO.BA.GA.U.2,(54),Baltimore,GA,41.15783720861411,2,U,K1,0.345
TO.BA.GA.U.2,(54),Baltimore,GA,41.15783720861411,2,U,K2,0.649
TO.BA.GA.U.2,(54),Baltimore,GA,41.15783720861411,2,U,K3,0.006
TO.BA.GA.U.3,(64),Baltimore,GA,41.15783720861411,3,U,K1,0.404
TO.BA.GA.U.3,(64),Baltimore,GA,41.15783720861411,3,U,K2,0.593
TO.BA.GA.U.3,(64),Baltimore,GA,41.15783720861411,3,U,K3,0.002
TO.BA.GA.U.4,(61),Baltimore,GA,41.15783720861411,4,U,K1,0.55
TO.BA.GA.U.4,(61),Baltimore,GA,41.15783720861411,4,U,K2,0.445
TO.BA.GA.U.4,(61),Baltimore,GA,41.15783720861411,4,U,K3,0.005
TO.BA.GA.U.5,(79),Baltimore,GA,41.15783720861411,5,U,K1,0.198
TO.BA.GA.U.5,(79),Baltimore,GA,41.15783720861411,5,U,K2,0.443
TO.BA.GA.U.5,(79),Baltimore,GA,41.15783720861411,5,U,K3,0.359
TO.BO.HC4.M.4,(53),Boston,HC4,43.12462137236606,4,M,K1,0.004
TO.BO.HC4.M.4,(53),Boston,HC4,43.12462137236606,4,M,K2,0.99
TO.BO.HC4.M.4,(53),Boston,HC4,43.12462137236606,4,M,K3,0.006
TO.BO.HC4.M.5,(59),Boston,HC4,43.12462137236606,5,M,K1,0.001
TO.BO.HC4.M.5,(59),Boston,HC4,43.12462137236606,5,M,K2,0.998
TO.BO.HC4.M.5,(59),Boston,HC4,43.12462137236606,5,M,K3,0.001
TO.PX.ALA.M.2,(70),Phoenix,ALA,45.09163990374475,2,M,K1,0.002
TO.PX.ALA.M.2,(70),Phoenix,ALA,45.09163990374475,2,M,K2,0.997
TO.PX.ALA.M.2,(70),Phoenix,ALA,45.09163990374475,2,M,K3,0.001
TO.PX.ALA.M.3,(85),Phoenix,ALA,45.09163990374475,3,M,K1,0.829
TO.PX.ALA.M.3,(85),Phoenix,ALA,45.09163990374475,3,M,K2,0.139
TO.PX.ALA.M.3,(85),Phoenix,ALA,45.09163990374475,3,M,K3,0.031
TO.PX.ALA.M.4,(84),Phoenix,ALA,45.09163990374475,4,M,K1,0.001
TO.PX.ALA.M.4,(84),Phoenix,ALA,45.09163990374475,4,M,K2,0.001
TO.PX.ALA.M.4,(84),Phoenix,ALA,45.09163990374475,4,M,K3,0.998
TO.PX.ALA.M.5,(79),Phoenix,ALA,45.09163990374475,5,M,K1,0.001
TO.PX.ALA.M.5,(79),Phoenix,ALA,45.09163990374475,5,M,K2,0.001
TO.PX.ALA.M.5,(79),Phoenix,ALA,45.09163990374475,5,M,K3,0.999
TO.PX.LAP.M.3,(83),Phoenix,LAP,45.77644824116116,3,M,K1,0.001
TO.PX.LAP.M.3,(83),Phoenix,LAP,45.77644824116116,3,M,K2,0.001
TO.PX.LAP.M.3,(83),Phoenix,LAP,45.77644824116116,3,M,K3,0.998
TO.PX.LAP.M.4,(78),Phoenix,LAP,45.77644824116116,4,M,K1,0.001
TO.PX.LAP.M.4,(78),Phoenix,LAP,45.77644824116116,4,M,K2,0.001
TO.PX.LAP.M.4,(78),Phoenix,LAP,45.77644824116116,4,M,K3,0.998
TO.LA.GLO.M.2,(81),Los Angeles,GLO,45.98416046905709,2,M,K1,0.003
TO.LA.GLO.M.2,(81),Los Angeles,GLO,45.98416046905709,2,M,K2,0.995
TO.LA.GLO.M.2,(81),Los Angeles,GLO,45.98416046905709,2,M,K3,0.002
TO.LA.GLO.M.5,(60),Los Angeles,GLO,45.98416046905709,5,M,K1,0.002
TO.LA.GLO.M.5,(60),Los Angeles,GLO,45.98416046905709,5,M,K2,0.989
TO.LA.GLO.M.5,(60),Los Angeles,GLO,45.98416046905709,5,M,K3,0.009
TO.LA.RID.M.1,(99),Los Angeles,RID,46.57262957035909,1,M,K1,0.26
TO.LA.RID.M.1,(99),Los Angeles,RID,46.57262957035909,1,M,K2,0.568
TO.LA.RID.M.1,(99),Los Angeles,RID,46.57262957035909,1,M,K3,0.171
TO.MN.L04-TO.U.1,(49),Minneapolis,L04-TO,47.295827214072894,1,U,K1,0.862
TO.MN.L04-TO.U.1,(49),Minneapolis,L04-TO,47.295827214072894,1,U,K2,0.041
TO.MN.L04-TO.U.1,(49),Minneapolis,L04-TO,47.295827214072894,1,U,K3,0.097
TO.MN.L04-TO.U.3,(63),Minneapolis,L04-TO,47.295827214072894,3,U,K1,0.515
TO.MN.L04-TO.U.3,(63),Minneapolis,L04-TO,47.295827214072894,3,U,K2,0.473
TO.MN.L04-TO.U.3,(63),Minneapolis,L04-TO,47.295827214072894,3,U,K3,0.011
TO.MN.L04-TO.U.5,(63),Minneapolis,L04-TO,47.295827214072894,5,U,K1,0.989
TO.MN.L04-TO.U.5,(63),Minneapolis,L04-TO,47.295827214072894,5,U,K2,0.002
TO.MN.L04-TO.U.5,(63),Minneapolis,L04-TO,47.295827214072894,5,U,K3,0.01
TO.BO.WL3.M.1,(60),Boston,WL3,48.04664999911718,1,M,K1,0.997
TO.BO.WL3.M.1,(60),Boston,WL3,48.04664999911718,1,M,K2,0.002
TO.BO.WL3.M.1,(60),Boston,WL3,48.04664999911718,1,M,K3,0.001
TO.BO.WL3.M.2,(73),Boston,WL3,48.04664999911718,2,M,K1,0.001
TO.BO.WL3.M.2,(73),Boston,WL3,48.04664999911718,2,M,K2,0.999
TO.BO.WL3.M.2,(73),Boston,WL3,48.04664999911718,2,M,K3,0.001
TO.BO.WL3.M.3,(60),Boston,WL3,48.04664999911718,3,M,K1,0.998
TO.BO.WL3.M.3,(60),Boston,WL3,48.04664999911718,3,M,K2,0.001
TO.BO.WL3.M.3,(60),Boston,WL3,48.04664999911718,3,M,K3,0.001
TO.BO.WL3.M.4,(78),Boston,WL3,48.04664999911718,4,M,K1,0.001
TO.BO.WL3.M.4,(78),Boston,WL3,48.04664999911718,4,M,K2,0.998
TO.BO.WL3.M.4,(78),Boston,WL3,48.04664999911718,4,M,K3,0.001
TO.BO.WL3.M.5,(73),Boston,WL3,48.04664999911718,5,M,K1,0.012
TO.BO.WL3.M.5,(73),Boston,WL3,48.04664999911718,5,M,K2,0.986
TO.BO.WL3.M.5,(73),Boston,WL3,48.04664999911718,5,M,K3,0.001
TO.BA.LH-2.M.1,(57),Baltimore,LH-2,52.73739538362332,1,M,K1,0.178
TO.BA.LH-2.M.1,(57),Baltimore,LH-2,52.73739538362332,1,M,K2,0.819
TO.BA.LH-2.M.1,(57),Baltimore,LH-2,52.73739538362332,1,M,K3,0.003
TO.BA.LH-2.M.2,(60),Baltimore,LH-2,52.73739538362332,2,M,K1,0.026
TO.BA.LH-2.M.2,(60),Baltimore,LH-2,52.73739538362332,2,M,K2,0.006
TO.BA.LH-2.M.2,(60),Baltimore,LH-2,52.73739538362332,2,M,K3,0.968
TO.BA.LH-2.M.3,(87),Baltimore,LH-2,52.73739538362332,3,M,K1,0.966
TO.BA.LH-2.M.3,(87),Baltimore,LH-2,52.73739538362332,3,M,K2,0.032
TO.BA.LH-2.M.3,(87),Baltimore,LH-2,52.73739538362332,3,M,K3,0.002
TO.BA.LH-2.M.4,(61),Baltimore,LH-2,52.73739538362332,4,M,K1,0.998
TO.BA.LH-2.M.4,(61),Baltimore,LH-2,52.73739538362332,4,M,K2,0.001
TO.BA.LH-2.M.4,(61),Baltimore,LH-2,52.73739538362332,4,M,K3,0.001
TO.LA.MR1.M.1,(49),Los Angeles,MR1,53.88165679100358,1,M,K1,0.001
TO.LA.MR1.M.1,(49),Los Angeles,MR1,53.88165679100358,1,M,K2,0.019
TO.LA.MR1.M.1,(49),Los Angeles,MR1,53.88165679100358,1,M,K3,0.981
TO.LA.MR1.M.2,(61),Los Angeles,MR1,53.88165679100358,2,M,K1,0.001
TO.LA.MR1.M.2,(61),Los Angeles,MR1,53.88165679100358,2,M,K2,0.991
TO.LA.MR1.M.2,(61),Los Angeles,MR1,53.88165679100358,2,M,K3,0.007
TO.LA.MR1.M.3,(53),Los Angeles,MR1,53.88165679100358,3,M,K1,0.001
TO.LA.MR1.M.3,(53),Los Angeles,MR1,53.88165679100358,3,M,K2,0.001
TO.LA.MR1.M.3,(53),Los Angeles,MR1,53.88165679100358,3,M,K3,0.998
TO.LA.MR1.M.4,(55),Los Angeles,MR1,53.88165679100358,4,M,K1,0.002
TO.LA.MR1.M.4,(55),Los Angeles,MR1,53.88165679100358,4,M,K2,0.995
TO.LA.MR1.M.4,(55),Los Angeles,MR1,53.88165679100358,4,M,K3,0.003
TO.LA.STC.M.3,(58),Los Angeles,STC,54.45013925374722,3,M,K1,0.017
TO.LA.STC.M.3,(58),Los Angeles,STC,54.45013925374722,3,M,K2,0.978
TO.LA.STC.M.3,(58),Los Angeles,STC,54.45013925374722,3,M,K3,0.004
TO.LA.STC.M.5,(58),Los Angeles,STC,54.45013925374722,5,M,K1,0.005
TO.LA.STC.M.5,(58),Los Angeles,STC,54.45013925374722,5,M,K2,0.977
TO.LA.STC.M.5,(58),Los Angeles,STC,54.45013925374722,5,M,K3,0.018
TO.BA.WBO.U.2,(62),Baltimore,WBO,56.230108457961585,2,U,K1,0.664
TO.BA.WBO.U.2,(62),Baltimore,WBO,56.230108457961585,2,U,K2,0.324
TO.BA.WBO.U.2,(62),Baltimore,WBO,56.230108457961585,2,U,K3,0.012
TO.BA.WBO.U.4,(72),Baltimore,WBO,56.230108457961585,4,U,K1,0.996
TO.BA.WBO.U.4,(72),Baltimore,WBO,56.230108457961585,4,U,K2,0.003
TO.BA.WBO.U.4,(72),Baltimore,WBO,56.230108457961585,4,U,K3,0.001
TO.BO.LC4.M.1,(63),Boston,LC4,57.865965671233255,1,M,K1,0.351
TO.BO.LC4.M.1,(63),Boston,LC4,57.865965671233255,1,M,K2,0.645
TO.BO.LC4.M.1,(63),Boston,LC4,57.865965671233255,1,M,K3,0.004
TO.BO.LC4.M.2,(75),Boston,LC4,57.865965671233255,2,M,K1,0.003
TO.BO.LC4.M.2,(75),Boston,LC4,57.865965671233255,2,M,K2,0.943
TO.BO.LC4.M.2,(75),Boston,LC4,57.865965671233255,2,M,K3,0.053
TO.BO.LC4.M.3,(63),Boston,LC4,57.865965671233255,3,M,K1,0.296
TO.BO.LC4.M.3,(63),Boston,LC4,57.865965671233255,3,M,K2,0.473
TO.BO.LC4.M.3,(63),Boston,LC4,57.865965671233255,3,M,K3,0.231
TO.BO.LC4.M.5,(72),Boston,LC4,57.865965671233255,5,M,K1,0.003
TO.BO.LC4.M.5,(72),Boston,LC4,57.865965671233255,5,M,K2,0.995
TO.BO.LC4.M.5,(72),Boston,LC4,57.865965671233255,5,M,K3,0.002
TO.BO.WL2.M.1,(48),Boston,WL2,58.94951385409078,1,M,K1,0.001
TO.BO.WL2.M.1,(48),Boston,WL2,58.94951385409078,1,M,K2,0.001
TO.BO.WL2.M.1,(48),Boston,WL2,58.94951385409078,1,M,K3,0.998
TO.BO.WL2.M.3,(58),Boston,WL2,58.94951385409078,3,M,K1,0.001
TO.BO.WL2.M.3,(58),Boston,WL2,58.94951385409078,3,M,K2,0.004
TO.BO.WL2.M.3,(58),Boston,WL2,58.94951385409078,3,M,K3,0.995
TO.BO.WL4.M.1,(63),Boston,WL4,59.36493237378695,1,M,K1,0.215
TO.BO.WL4.M.1,(63),Boston,WL4,59.36493237378695,1,M,K2,0.784
TO.BO.WL4.M.1,(63),Boston,WL4,59.36493237378695,1,M,K3,0.001
TO.BO.WL4.M.2,(91),Boston,WL4,59.36493237378695,2,M,K1,0.016
TO.BO.WL4.M.2,(91),Boston,WL4,59.36493237378695,2,M,K2,0.982
TO.BO.WL4.M.2,(91),Boston,WL4,59.36493237378695,2,M,K3,0.002
TO.BO.WL4.M.3,(75),Boston,WL4,59.36493237378695,3,M,K1,0.001
TO.BO.WL4.M.3,(75),Boston,WL4,59.36493237378695,3,M,K2,0.998
TO.BO.WL4.M.3,(75),Boston,WL4,59.36493237378695,3,M,K3,0.001
TO.BO.WL4.M.5,(66),Boston,WL4,59.36493237378695,5,M,K1,0.001
TO.BO.WL4.M.5,(66),Boston,WL4,59.36493237378695,5,M,K2,0.998
TO.BO.WL4.M.5,(66),Boston,WL4,59.36493237378695,5,M,K3,0.001
TO.BA.AA.U.2,(61),Baltimore,AA,60.90900528817574,2,U,K1,0.778
TO.BA.AA.U.2,(61),Baltimore,AA,60.90900528817574,2,U,K2,0.207
TO.BA.AA.U.2,(61),Baltimore,AA,60.90900528817574,2,U,K3,0.014
