Obs.	LS.BA.CP.U.2	LS.BA.CP.U.4	LS.BA.CP.U.5	LS.BA.DHI.U.2	LS.BA.GA.U.1	LS.BA.GA.U.3	LS.BA.ML.U.2	LS.BA.ML.U.4	LS.BA.ML.U.5	LS.BA.PIK.U.1	LS.BA.PIK.U.2	LS.BA.PIK.U.3	LS.BA.PIK.U.5	LS.BA.PSP.M.1	LS.BA.WB.U.1	LS.BA.WB.U.2	LS.BA.WB.U.3	LS.BA.WB.U.5	LS.BA.WBO.U.3	LS.BA.WBO.U.5	LS.BO.HC4.M.2	LS.BO.HC4.M.3	LS.BO.HC4.M.4	LS.BO.I1.U.1	LS.BO.I2.U.1	LS.BO.I2.U.3	LS.BO.I2.U.4	LS.BO.I2.U.5	LS.BO.I4.U.1	LS.BO.I4.U.2	LS.BO.LC1.M.2	LS.BO.LC2.M.1	LS.BO.LC4.M.2	LS.BO.LC4.M.4	LS.BO.LC4.M.5	LS.BO.R1.U.1	LS.BO.R1.U.2	LS.BO.R2.U.2	LS.BO.R3.U.1	LS.BO.R3.U.2	LS.BO.R3.U.3	LS.BO.R4.U.1	LS.BO.R4.U.2	LS.BO.R4.U.4	LS.BO.WL1.M.1	LS.BO.WL1.M.2	LS.BO.WL1.M.3	LS.BO.WL2.M.1	LS.BO.WL2.M.2	LS.BO.WL2.M.3	LS.BO.WL3.M.1	LS.BO.WL3.M.3	LS.BO.WL3.M.4	LS.BO.WL3.M.5	LS.LA.ARR.U.1	LS.LA.ARR.U.2	LS.LA.ARR.U.3	LS.LA.ARR.U.4	LS.LA.ARR.U.5	LS.LA.ESM.M.1	LS.LA.ESM.M.2	LS.LA.ESM.M.4	LS.LA.ESM.M.5	LS.LA.FIG.U.1	LS.LA.FIG.U.3	LS.LA.FIG.U.5	LS.LA.GLO.M.3	LS.LA.GLO.M.5	LS.LA.GRI.M.1	LS.LA.GRI.M.3	LS.LA.HOW.U.1	LS.LA.HOW.U.3	LS.LA.HOW.U.4	LS.LA.HOW.U.5	LS.LA.MAD.M.1	LS.LA.MAD.M.2	LS.LA.MAD.M.4	LS.LA.NAV.M.2	LS.LA.NAV.M.4	LS.LA.NAV.M.5	LS.LA.NVR.U.1	LS.LA.PAR.M.2	LS.LA.PAR.M.4	LS.LA.SAN.U.1	LS.LA.SAN.U.2	LS.LA.SAN.U.3	LS.LA.SAN.U.4	LS.LA.SAN.U.5	LS.LA.SHO.M.1	LS.LA.SHO.M.2	LS.LA.SHO.M.3	LS.LA.SHO.M.4	LS.LA.SHO.M.5	LS.LA.SSV.M.1	LS.LA.SSV.M.2	LS.LA.SSV.M.3	LS.LA.SSV.M.4	LS.LA.SSV.M.5	LS.LA.STO.U.1	LS.LA.STO.U.4	LS.LA.VB1.U.1	LS.LA.VB1.U.2	LS.LA.VB1.U.3	LS.LA.VB1.U.4	LS.LA.VET.M.3	LS.LA.VET.M.4	LS.LA.VET.M.5	LS.LA.VNH.M.2	LS.LA.VNH.M.4	LS.LA.VNH.M.5	LS.LA.WES.M.2	LS.LA.WES.M.3	LS.LA.WES.M.4	LS.LA.WES.M.5	LS.MN.L01-LS.M.1	LS.MN.L01-LS.M.2	LS.MN.L01-LS.M.4	LS.MN.L01-LS.U.1	LS.MN.L01-LS.U.2	LS.MN.L01-LS.U.3	LS.MN.L01-LS.U.4	LS.MN.L02-LS.U.1	LS.MN.L03-LS.U.2	LS.MN.L04-LS.U.2	LS.MN.L05-LS.U.1	LS.MN.L05-LS.U.2	LS.MN.L05-LS.U.3	LS.MN.L05-LS.U.4	LS.MN.L05-LS.U.5	LS.MN.L06-LS.U.2	LS.MN.L06-LS.U.4	LS.MN.L06-LS.U.5	LS.MN.L07-LS.U.2	LS.MN.L07-LS.U.4	LS.MN.L07-LS.U.5	LS.MN.L08-LS.U.1	LS.MN.L08-LS.U.2	LS.MN.L08-LS.U.3	LS.MN.L08-LS.U.5	LS.MN.L09-LS.U.3	LS.MN.L09-LS.U.5	LS.MN.L10-LS.U.1	LS.MN.L10-LS.U.2	LS.MN.L11-LS.U.1	LS.PX.ALA.M.2	LS.PX.ALA.M.3	LS.PX.ALA.M.4	LS.PX.ALA.M.5	LS.PX.ALA.M.6	LS.PX.COY.M.3	LS.PX.COY.M.4	LS.PX.COY.M.5	LS.PX.DOW.M.2	LS.PX.DOW.M.3	LS.PX.DOW.M.4	LS.PX.ENC.M.2	LS.PX.ENC.M.4	LS.PX.ENC.M.5	LS.PX.LAP.M.1	LS.PX.LAP.M.2	LS.PX.MAN.M.1	LS.PX.MAN.M.2	LS.PX.MAN.M.3	LS.PX.MAN.M.4	LS.PX.MAN.M.5	LS.PX.MON.U.2	LS.PX.MON.U.3	LS.PX.MON.U.5	LS.PX.MON.U.7	LS.PX.NUE.M.1	LS.PX.NUE.M.3	LS.PX.PAL.M.1	LS.PX.PAL.M.2	LS.PX.PAL.M.3	LS.PX.PAL.M.5	LS.PX.PIE.M.2	LS.PX.PIE.M.4	LS.PX.PIE.M.5	LS.PX.PKW.U.1	LS.PX.PKW.U.3	LS.PX.PKW.U.5	LS.PX.RPL.U.2	LS.PX.RPL.U.3	LS.PX.RPL.U.5
LS.LA.SHO.M.4	0.019973	0.014393	0.010177	0.009585	0.021423	0.019379	0.021256	0.016478	0.020611	0.018667	0.02125	0.023596	0.029216	0.016815	0.016098	0.0229	0.011722	0.018058	0.024308	0.011106	0.002849	0.00246	0	0	0	0	0	0.001761	0.002123	0.001565	0.01499	0	0	0	0.001676	0	0.000894	0	0.012179	0	0.028036	0	0.001558	0	0	0	0	0	0.001565	0	0.01777	0.021055	0.025325	0.016788	0.011393	0.018825	0.018056	0.011896	0.013233	0.011338	0.005758	0.018807	0.01164	0.017828	0.016388	0.013724	0.00173	0.001785	0.017398	0.0102	0.018792	0.013929	0.014394	0.029353	0.010219	0.007582	0.018867	0.018032	0.014282	0.010649	0.018053	0.00923	0.010226	0.017943	0.033048	0.009014	0.012637	0.01059	0.018298	0.01549	0.013223	0	0.016598	0.027878	0.025659	0.015073	0.010962	0.01616	0.015202	0.012381	0.021396	0.007783	0.021637	0.006917	0.021737	0.021481	0.025152	0.018512	0.009775	0.014662	0.020474	0.015204	0.007323	0.021761	0.000894	0.014249	0.017884	0.010431	0.018241	0.021353	0.021856	0.023097	0.010779	0.020712	0.012918	0.016988	0.025577	0.013314	0.016122	0.019236	0.019716	0.018825	0.016592	0.019743	0.027061	0.017773	0.014912	0.017378	0.028701	0.026082	0.012014	0.017277	0.021338	0.01782	0.021754	0.012814	0.020165	0.009125	0.018124	0.024552	0.012643	0.026921	0.014877	0.016516	0.011724	0.013558	0.025752	0.00538	0.018484	0.01156	0.020416	0.02368	0.018185	0.027746	0.019616	0.020629	0.021203	0.011202	0.0185	0.026736	0.016483	0.001787	0.001785	0.001785	0.002678	0.007302	0.020285	0.014871	0.008214	0.008455	0.022758	0.020184	0.012654	0.009849
LS.LA.SHO.M.5	0.086318	0.071665	0.034727	0.020169	0.079682	0.068766	0.068363	0.052029	0.057151	0.063886	0.057474	0.073004	0.070487	0.06412	0.031762	0.075438	0.051639	0.02463	0.081862	0.038405	0.008637	0.0145	0.001328	0.002654	0.001328	0.001565	0.003798	0.005461	0.008885	0.003634	0.027873	0	0.001789	0.001705	0.001677	0.001453	0.004109	0.002457	0.034735	0.004289	0.093001	0	0.002956	0	0	0.001757	0	0.000783	0.002544	0.00176	0.026512	0.072356	0.084148	0.053516	0.063545	0.063245	0.065924	0.022925	0.064926	0.030163	0.048922	0.024082	0.059916	0.068031	0.060476	0.066163	0.003969	0.006457	0.0361	0.033976	0.033677	0.055855	0.06954	0.072128	0.058301	0.037056	0.059702	0.049021	0.068588	0.050298	0.069108	0.040816	0.049023	0.052191	0.103918	0.041211	0.056006	0.053991	0.047593	0.05708	0.056236	0.016598	0	0.076321	0.071657	0.051691	0.042322	0.044396	0.040676	0.065054	0.058068	0.040888	0.081527	0.054749	0.049783	0.067579	0.061877	0.070279	0.035818	0.059163	0.065134	0.078903	0.032931	0.065082	0.005526	0.034519	0.029728	0.019492	0.049967	0.08658	0.050804	0.084798	0.037484	0.075893	0.06034	0.082657	0.065699	0.028237	0.049007	0.092319	0.061317	0.078181	0.052718	0.07591	0.076109	0.04437	0.047092	0.074456	0.052304	0.087082	0.054806	0.045392	0.057913	0.056084	0.068523	0.073535	0.055994	0.049774	0.060015	0.061126	0.068135	0.054098	0.039798	0.030439	0.021752	0.02445	0.07282	0.021656	0.071455	0.037473	0.06983	0.09107	0.049566	0.071659	0.0679	0.081955	0.045579	0.027409	0.051861	0.075043	0.05634	0.003325	0.003298	0.005017	0.00088	0.026262	0.063706	0.047304	0.023475	0.020074	0.064341	0.041713	0.049458	0.033335
LS.LA.SSV.M.1	0.179118	0.201584	0.128224	0.021033	0.199932	0.146233	0.179426	0.14129	0.147654	0.119582	0.122856	0.178892	0.14937	0.17772	0.035863	0.200041	0.148816	0.024597	0.181291	0.064771	0.005182	0.012569	0.001453	0.004009	0.002152	0.002963	0.002292	0.00436	0.008999	0.006107	0.04749	0.001453	0.000671	0.001788	0.002453	0.003227	0.002879	0.004135	0.124571	0.001957	0.182407	0.002431	0.005856	0.002669	0.001118	0.003704	0.003843	0.002781	0.010751	0.00178	0.045809	0.185402	0.213142	0.095449	0.15524	0.195759	0.181494	0.017024	0.157983	0.043538	0.073873	0.024363	0.149442	0.149137	0.158995	0.155059	0.006504	0.004834	0.079065	0.06855	0.045768	0.156061	0.158326	0.098453	0.160603	0.123964	0.114213	0.085729	0.19015	0.161156	0.157972	0.074801	0.152805	0.155225	0.216601	0.072389	0.127094	0.154641	0.080451	0.12284	0.133833	0.027878	0.076321	0	0.109914	0.136222	0.158311	0.098946	0.116856	0.168555	0.108447	0.053739	0.155482	0.144275	0.134457	0.171495	0.158845	0.131593	0.119996	0.151763	0.150568	0.138208	0.066452	0.144161	0.006645	0.044949	0.043471	0.023026	0.170177	0.226937	0.069647	0.169613	0.070128	0.178766	0.142978	0.134495	0.136181	0.046061	0.146042	0.2037	0.12717	0.181147	0.132832	0.184496	0.172473	0.045214	0.177533	0.153736	0.076066	0.223422	0.138374	0.152182	0.146159	0.162537	0.161758	0.21301	0.075929	0.154809	0.181141	0.164371	0.136817	0.080072	0.04877	0.042087	0.031863	0.033418	0.155845	0.03195	0.14539	0.039986	0.150083	0.19919	0.07082	0.171297	0.16605	0.22194	0.070389	0.028741	0.078373	0.145483	0.089644	0.004624	0.004561	0.005519	0.003186	0.045505	0.101721	0.062634	0.025301	0.022111	0.122413	0.067449	0.063345	0.039979
LS.LA.SSV.M.2	0.102117	0.097095	0.066628	0.02878	0.113191	0.101487	0.10054	0.089001	0.08371	0.087481	0.082843	0.105655	0.099507	0.086503	0.035568	0.11042	0.080881	0.036246	0.116458	0.061944	0.003309	0.0189	0	0.005437	0.002068	0.002397	0.007535	0.003464	0.004737	0.005618	0.032053	0.002606	0.004074	0.004074	0.001342	0.005002	0.002201	0.003008	0.059986	0.006882	0.110645	0.003088	0.00533	0.002006	0	0.003438	0.003431	0.002222	0.006184	0.003057	0.044052	0.101907	0.109682	0.072429	0.082049	0.107531	0.106548	0.020712	0.097682	0.026555	0.075365	0.030366	0.070341	0.080757	0.08816	0.088062	0.008473	0.008266	0.058616	0.057935	0.054897	0.087549	0.099118	0.096378	0.105046	0.082438	0.085652	0.080495	0.11863	0.112823	0.093907	0.077965	0.095504	0.093852	0.118243	0.079405	0.093127	0.075969	0.072814	0.100988	0.094185	0.025659	0.071657	0.109914	0	0.098305	0.072966	0.086225	0.08218	0.089608	0.063697	0.068872	0.094964	0.085079	0.087192	0.101402	0.09565	0.09833	0.072565	0.091373	0.080677	0.083508	0.057456	0.091211	0.006453	0.042106	0.041569	0.019539	0.088319	0.102297	0.06426	0.105123	0.062642	0.109171	0.088206	0.10928	0.084363	0.050307	0.073137	0.121987	0.094048	0.093106	0.090002	0.103387	0.110535	0.045337	0.095286	0.090137	0.086271	0.1137	0.086922	0.071467	0.099892	0.074048	0.10764	0.129101	0.070708	0.089472	0.110815	0.114815	0.093776	0.070617	0.051388	0.044446	0.027173	0.031948	0.10813	0.034779	0.101356	0.045173	0.099395	0.130033	0.06026	0.102037	0.100048	0.139367	0.05653	0.03543	0.066778	0.111792	0.077721	0.003337	0.004357	0.009499	0	0.047683	0.07172	0.057306	0.030857	0.026328	0.086868	0.064187	0.064841	0.055848
LS.LA.SSV.M.3	0.122798	0.109006	0.069023	0.028786	0.118311	0.094399	0.106873	0.083293	0.100787	0.093349	0.085949	0.101683	0.119754	0.105456	0.03056	0.127552	0.08966	0.021481	0.124774	0.045129	0.006176	0.018634	0	0.002152	0	0.002117	0.002568	0.001118	0.006233	0.00312	0.033302	0.00167	0.00167	0	0.00176	0.003242	0.00218	0	0.067102	0.001901	0.125385	0.000867	0.00384	0.003186	0	0.001286	0.001674	0.000671	0.003401	0	0.035756	0.114879	0.142726	0.075771	0.099675	0.130776	0.111755	0.021469	0.090485	0.025843	0.066461	0.030423	0.090059	0.098699	0.108282	0.112762	0.005444	0.001118	0.045049	0.054942	0.044917	0.0924	0.108913	0.090817	0.099776	0.07427	0.082385	0.072922	0.139497	0.098439	0.105613	0.054754	0.096344	0.101987	0.158148	0.064995	0.09703	0.104481	0.061347	0.103172	0.09226	0.015073	0.051691	0.136222	0.098305	0	0.094343	0.076259	0.068777	0.129193	0.104952	0.051347	0.112551	0.108069	0.090245	0.104199	0.090103	0.103968	0.067776	0.115019	0.106042	0.112687	0.044867	0.095518	0.003574	0.032975	0.032184	0.017078	0.099116	0.138297	0.06888	0.119192	0.061428	0.129732	0.086346	0.126858	0.084045	0.04423	0.08849	0.132906	0.089268	0.103209	0.098782	0.127261	0.114153	0.044983	0.089927	0.103094	0.074372	0.143597	0.091393	0.094657	0.086809	0.088329	0.115968	0.145232	0.057128	0.109807	0.129494	0.11289	0.100349	0.065052	0.035447	0.04512	0.028964	0.029151	0.114902	0.035913	0.100749	0.038256	0.106557	0.146748	0.067938	0.110225	0.110818	0.146959	0.048682	0.031741	0.067491	0.117215	0.072991	0.000447	0.001286	0.002876	0.000447	0.04223	0.074094	0.051539	0.02545	0.028072	0.084602	0.054842	0.062483	0.041195
LS.LA.SSV.M.4	0.132502	0.147331	0.117921	0.020971	0.179103	0.102589	0.13934	0.124076	0.114025	0.08478	0.092152	0.1356	0.105413	0.151096	0.027063	0.146455	0.123617	0.021973	0.146197	0.04534	0.003003	0.01251	0.002215	0.004135	0.002984	0.004444	0.005394	0.004654	0.007767	0.005475	0.031867	0.003326	0.005309	0.000867	0.001286	0.002991	0.001537	0.003969	0.084289	0.005395	0.134973	0.000867	0.005793	0.005442	0.00123	0.000894	0.003759	0.004123	0.008386	0	0.036222	0.133806	0.177031	0.071988	0.120371	0.156353	0.121099	0.00601	0.124197	0.031892	0.051972	0.024533	0.131518	0.113935	0.109464	0.124449	0.006848	0.006757	0.067172	0.054146	0.042079	0.144175	0.142101	0.071951	0.126872	0.110611	0.078657	0.066785	0.178164	0.141133	0.133268	0.066866	0.14137	0.133597	0.152211	0.064081	0.075077	0.122487	0.057257	0.090237	0.12685	0.010962	0.042322	0.158311	0.072966	0.094343	0	0.084174	0.087865	0.148333	0.076967	0.0365	0.117893	0.120598	0.111002	0.143985	0.137646	0.112764	0.095287	0.140654	0.113839	0.114448	0.047436	0.105246	0.0026	0.035383	0.037128	0.013253	0.135213	0.203265	0.069065	0.161704	0.056962	0.145615	0.120911	0.128471	0.099929	0.051224	0.116111	0.164932	0.09999	0.134679	0.112619	0.174408	0.125822	0.029615	0.135649	0.131599	0.053297	0.191938	0.124592	0.121393	0.124946	0.131337	0.160043	0.186021	0.047845	0.142434	0.162567	0.143729	0.123504	0.049022	0.028222	0.036302	0.025022	0.025506	0.114745	0.02061	0.127394	0.029015	0.159003	0.191024	0.059829	0.134195	0.149667	0.165894	0.043861	0.028615	0.070831	0.122706	0.072232	0.002865	0.00232	0.005842	0.001537	0.042441	0.078027	0.059331	0.025821	0.012185	0.088184	0.043265	0.054696	0.028101
LS.LA.SSV.M.5	0.091764	0.084911	0.046815	0.018178	0.100003	0.09011	0.082886	0.05825	0.094497	0.064117	0.070156	0.105406	0.073336	0.09281	0.025625	0.106038	0.069275	0.02362	0.106748	0.054531	0	0.007589	0	0.001677	0	0	0	0.000447	0.004004	0.001621	0.025066	0	0	0.001754	0	0.001551	0	0	0.046429	0.000894	0.103066	0.00088	0.002977	0	0	0.000894	0.000447	0.000447	0.003676	0	0.026089	0.090783	0.111092	0.067986	0.082177	0.097986	0.085315	0.015284	0.076418	0.025863	0.045107	0.017657	0.070815	0.09146	0.091514	0.088346	0.007086	0.004165	0.046847	0.049082	0.036637	0.074248	0.086263	0.07023	0.092231	0.054883	0.056595	0.042625	0.107032	0.071869	0.084006	0.050379	0.081444	0.074295	0.119355	0.053126	0.084485	0.067713	0.058529	0.085796	0.066767	0.01616	0.044396	0.098946	0.086225	0.076259	0.084174	0	0.070352	0.090065	0.084429	0.035727	0.104323	0.090741	0.071091	0.082703	0.08	0.086106	0.061389	0.072634	0.097626	0.10822	0.038367	0.091864	0.002641	0.02271	0.020927	0.012313	0.065199	0.113637	0.046666	0.102372	0.050522	0.107756	0.082745	0.10256	0.072933	0.035417	0.063894	0.106809	0.088683	0.110239	0.062321	0.100115	0.100494	0.035581	0.069327	0.085295	0.0567	0.122535	0.093732	0.067092	0.083512	0.07026	0.065793	0.112602	0.049019	0.073861	0.090883	0.081171	0.079096	0.043291	0.024478	0.025291	0.019664	0.023587	0.091121	0.021767	0.083698	0.022569	0.080632	0.095188	0.040511	0.082571	0.093144	0.101398	0.041577	0.021169	0.041004	0.0734	0.047934	0	0.001118	0.00479	0	0.020023	0.048154	0.03291	0.013466	0.010001	0.062846	0.041163	0.048671	0.026135
LS.LA.STO.U.1	0.107014	0.099569	0.072864	0.020916	0.124184	0.078577	0.107038	0.084463	0.100231	0.08181	0.072047	0.084991	0.087243	0.111735	0.03738	0.130349	0.085781	0.023592	0.150873	0.044683	0.002905	0.014462	0.00123	0	0	0.003913	0.002124	0.001509	0.007099	0.001118	0.032795	0.002404	0.001677	0	0.002795	0.001785	0.001565	0.000783	0.058966	0.003017	0.123335	0.000894	0.004339	0.003522	0.00123	0.001537	0.002348	0	0.004116	0.000894	0.029324	0.091868	0.125324	0.055805	0.089301	0.106162	0.104039	0.015386	0.090717	0.022926	0.04613	0.024111	0.098619	0.097689	0.109159	0.091465	0.003522	0.005583	0.045922	0.06509	0.051904	0.086275	0.096851	0.079795	0.080549	0.070168	0.073071	0.063078	0.121368	0.092156	0.081504	0.047513	0.089125	0.0887	0.144657	0.050782	0.086069	0.081443	0.048311	0.088049	0.094661	0.015202	0.040676	0.116856	0.08218	0.068777	0.087865	0.070352	0	0.091356	0.087298	0.036336	0.105204	0.089386	0.097956	0.102246	0.103229	0.106114	0.063722	0.093583	0.088581	0.090195	0.042377	0.097311	0.002907	0.028894	0.02699	0.020844	0.076453	0.125713	0.050891	0.111519	0.049036	0.121673	0.094485	0.11087	0.074572	0.045219	0.071903	0.117526	0.086521	0.103213	0.076746	0.114993	0.094013	0.041846	0.102569	0.103984	0.059217	0.147669	0.091907	0.092987	0.082907	0.073315	0.111896	0.136856	0.062933	0.100965	0.117342	0.116064	0.099919	0.069732	0.030314	0.035583	0.028207	0.028432	0.110277	0.025467	0.094521	0.023443	0.115595	0.145631	0.066139	0.105164	0.120952	0.126343	0.036285	0.02275	0.062775	0.115343	0.080632	0.001509	0.001314	0.001754	0	0.028133	0.0747	0.048303	0.01993	0.015894	0.082596	0.043181	0.046623	0.035081
LS.LA.STO.U.4	0.169117	0.16858	0.117849	0.013782	0.171754	0.124956	0.142724	0.152391	0.142251	0.105527	0.105428	0.153613	0.121583	0.146446	0.021829	0.187205	0.142605	0.023621	0.167889	0.045321	0.001564	0.017537	0.00123	0.003772	0.000894	0.00668	0.007685	0.006149	0.006452	0.007595	0.041507	0.007694	0.005534	0.003634	0.002963	0.007906	0.006261	0.004451	0.12914	0.008859	0.184654	0.002572	0.008186	0.006889	0.00123	0.006393	0.005674	0	0.003857	0.001342	0.032471	0.155552	0.177018	0.085454	0.142067	0.162247	0.137423	0.013413	0.148158	0.039927	0.065155	0.024745	0.146286	0.149014	0.118874	0.12993	0.014114	0.012016	0.07459	0.064443	0.0377	0.125854	0.132592	0.084337	0.1535	0.115758	0.084588	0.062692	0.18856	0.170276	0.143288	0.055973	0.163536	0.138381	0.179398	0.071177	0.115371	0.143202	0.073016	0.104837	0.133198	0.012381	0.065054	0.168555	0.089608	0.129193	0.148333	0.090065	0.091356	0	0.096344	0.037483	0.126787	0.13846	0.122785	0.149884	0.137503	0.125027	0.105356	0.135646	0.119624	0.116977	0.054872	0.111135	0.003483	0.039189	0.028126	0.016825	0.134962	0.197993	0.061627	0.148832	0.063079	0.157761	0.143247	0.126177	0.118895	0.030607	0.149348	0.186075	0.134575	0.160486	0.129186	0.188227	0.144225	0.047101	0.181219	0.142579	0.06637	0.220216	0.127749	0.138536	0.134459	0.151154	0.160259	0.207765	0.064235	0.170616	0.18944	0.144712	0.149094	0.067919	0.040242	0.033431	0.020147	0.025173	0.131401	0.024817	0.144153	0.038591	0.173154	0.197144	0.072639	0.160222	0.17581	0.201016	0.063389	0.031437	0.072964	0.128721	0.085789	0.001314	0.00088	0.00465	0	0.039297	0.084957	0.057871	0.024897	0.012668	0.10033	0.048261	0.056032	0.034339
LS.LA.VB1.U.1	0.111204	0.100812	0.048651	0.021589	0.112803	0.096576	0.099012	0.081085	0.098885	0.078871	0.070491	0.098925	0.105977	0.086877	0.036639	0.10751	0.080925	0.029761	0.119552	0.048498	0.004107	0.01562	0	0	0.001286	0	0	0	0.004414	0.001621	0.03312	0	0.001788	0.001754	0	0	0	0	0.056893	0	0.111318	0.00088	0	0	0	0	0.000447	0	0.00123	0	0.038783	0.097241	0.109921	0.057157	0.085851	0.096622	0.112105	0.014077	0.082387	0.03019	0.068217	0.034314	0.067809	0.099561	0.085319	0.079214	0.001342	0.003082	0.070165	0.060245	0.040537	0.081696	0.106396	0.085915	0.091815	0.064418	0.078161	0.066064	0.123531	0.09062	0.098416	0.068175	0.0964	0.092169	0.113617	0.08077	0.090752	0.06326	0.070543	0.082475	0.076172	0.021396	0.058068	0.108447	0.063697	0.104952	0.076967	0.084429	0.087298	0.096344	0	0.059227	0.085548	0.086258	0.08053	0.090001	0.107254	0.099392	0.066081	0.082676	0.091947	0.090871	0.057514	0.091539	0.003466	0.036717	0.034022	0.022379	0.079406	0.103958	0.069344	0.118975	0.059516	0.107608	0.094002	0.109182	0.088981	0.041931	0.072473	0.126398	0.099875	0.107243	0.081229	0.099482	0.103788	0.043447	0.072273	0.092274	0.065792	0.11858	0.08076	0.079141	0.089117	0.07323	0.092108	0.118648	0.055478	0.093235	0.11233	0.102076	0.082394	0.061562	0.045118	0.036997	0.031602	0.026498	0.102812	0.024059	0.086687	0.036574	0.097295	0.122381	0.053526	0.098897	0.093093	0.123594	0.05465	0.025516	0.065464	0.091951	0.05089	0	0.000671	0.004769	0	0.042626	0.072048	0.042725	0.023013	0.014375	0.069673	0.057733	0.065832	0.044794
LS.LA.VB1.U.2	0.05422	0.045263	0.019184	0.018639	0.053674	0.050677	0.043102	0.029394	0.048102	0.044271	0.043744	0.052095	0.067698	0.051116	0.029687	0.053827	0.030871	0.02064	0.059239	0.04165	0.008831	0.014571	0	0.001328	0.000839	0.001453	0.001118	0	0.004919	0.001621	0.023494	0	0.001789	0.001754	0.000447	0	0	0	0.020723	0.001551	0.064467	0.002865	0.000447	0.000447	0	0	0.002124	0.001286	0.002117	0.002669	0.027476	0.043524	0.048142	0.052122	0.034368	0.039732	0.052719	0.015727	0.038661	0.018919	0.039823	0.01286	0.029012	0.048248	0.058101	0.041871	0.001677	0.001509	0.031555	0.03692	0.034457	0.033198	0.046873	0.066022	0.046315	0.034362	0.055973	0.044794	0.05596	0.037552	0.036081	0.035958	0.041425	0.029758	0.077057	0.042781	0.057585	0.033839	0.056191	0.050305	0.02791	0.007783	0.040888	0.053739	0.068872	0.051347	0.0365	0.035727	0.036336	0.037483	0.059227	0	0.060044	0.048965	0.048461	0.03441	0.049748	0.07295	0.03748	0.037286	0.049811	0.055089	0.031338	0.059232	0.006973	0.017676	0.026016	0.016835	0.026824	0.049082	0.044192	0.057137	0.032968	0.045407	0.052521	0.072146	0.043215	0.041759	0.034162	0.055288	0.050944	0.053514	0.045222	0.038317	0.05399	0.034459	0.033885	0.045076	0.044011	0.052302	0.034836	0.02046	0.045724	0.033256	0.057388	0.061486	0.048922	0.041101	0.051307	0.075899	0.053046	0.049867	0.034478	0.027116	0.018922	0.021486	0.068032	0.018071	0.066221	0.033654	0.05352	0.065128	0.046483	0.062077	0.049992	0.073935	0.040554	0.027199	0.04081	0.065219	0.04238	0.003658	0.004608	0.003008	0	0.020261	0.055307	0.034007	0.024678	0.021717	0.056124	0.040313	0.047755	0.032184
LS.LA.VB1.U.3	0.134278	0.121944	0.081194	0.027301	0.14532	0.096562	0.122522	0.107514	0.102872	0.101143	0.089822	0.122241	0.11475	0.123503	0.036495	0.129199	0.098995	0.029313	0.136824	0.049755	0.005309	0.018394	0	0.005784	0.001118	0.004961	0.006722	0.004988	0.009526	0.005423	0.03604	0.001747	0.003312	0.001341	0.004412	0.004136	0.002794	0.000894	0.073491	0.004638	0.130287	0.003854	0.005094	0.003349	0	0.002544	0.003424	0.003354	0.006177	0.002458	0.053354	0.124246	0.156807	0.083379	0.103172	0.154349	0.141413	0.022955	0.106018	0.035221	0.076928	0.028411	0.112286	0.111662	0.123134	0.119284	0.008427	0.004178	0.076965	0.069977	0.055539	0.129152	0.13136	0.087955	0.12205	0.096498	0.090812	0.08326	0.14914	0.137966	0.133475	0.069199	0.106519	0.142018	0.144174	0.079048	0.111815	0.113404	0.075457	0.110026	0.121954	0.021637	0.081527	0.155482	0.094964	0.112551	0.117893	0.104323	0.105204	0.126787	0.085548	0.060044	0	0.127697	0.102438	0.133239	0.112762	0.11089	0.079468	0.130216	0.132425	0.120393	0.067427	0.080255	0.006397	0.03932	0.037879	0.017091	0.117849	0.165872	0.082478	0.134392	0.07572	0.135256	0.110376	0.128912	0.102652	0.053725	0.099315	0.139186	0.103809	0.121792	0.091378	0.141077	0.12563	0.04044	0.103969	0.121145	0.070224	0.15149	0.086443	0.116362	0.112299	0.106628	0.134109	0.159601	0.070358	0.134601	0.152389	0.14453	0.119247	0.070387	0.045905	0.044861	0.031203	0.041259	0.120317	0.028274	0.13451	0.038047	0.139499	0.163857	0.071069	0.144128	0.134824	0.165796	0.059929	0.036074	0.076464	0.120895	0.083354	0.006006	0.006749	0.005981	0.00348	0.046385	0.087806	0.062905	0.024983	0.023017	0.094825	0.065146	0.060388	0.046752
