sample,pct_miss,city,site_abbv,nlcd_urban_pct,id,management_type,name,value
LS.LA.SHO.M.3,(56),Los Angeles,SHO,73.39476388436243,3,M,K1,0.786
LS.LA.SHO.M.3,(56),Los Angeles,SHO,73.39476388436243,3,M,K2,0.214
LS.LA.SHO.M.3,(56),Los Angeles,SHO,73.39476388436243,3,M,K3,0
LS.LA.SHO.M.4,(91),Los Angeles,SHO,73.39476388436243,4,M,K1,0.998
LS.LA.SHO.M.4,(91),Los Angeles,SHO,73.39476388436243,4,M,K2,0.001
LS.LA.SHO.M.4,(91),Los Angeles,SHO,73.39476388436243,4,M,K3,0.001
LS.LA.SHO.M.5,(74),Los Angeles,SHO,73.39476388436243,5,M,K1,0.999
LS.LA.SHO.M.5,(74),Los Angeles,SHO,73.39476388436243,5,M,K2,0.001
LS.LA.SHO.M.5,(74),Los Angeles,SHO,73.39476388436243,5,M,K3,0.001
LS.LA.WES.M.2,(54),Los Angeles,WES,74.49713975022925,2,M,K1,0.998
LS.LA.WES.M.2,(54),Los Angeles,WES,74.49713975022925,2,M,K2,0.001
LS.LA.WES.M.2,(54),Los Angeles,WES,74.49713975022925,2,M,K3,0
LS.LA.WES.M.3,(59),Los Angeles,WES,74.49713975022925,3,M,K1,0.999
LS.LA.WES.M.3,(59),Los Angeles,WES,74.49713975022925,3,M,K2,0.001
LS.LA.WES.M.3,(59),Los Angeles,WES,74.49713975022925,3,M,K3,0
LS.LA.WES.M.4,(77),Los Angeles,WES,74.49713975022925,4,M,K1,0.997
LS.LA.WES.M.4,(77),Los Angeles,WES,74.49713975022925,4,M,K2,0.003
LS.LA.WES.M.4,(77),Los Angeles,WES,74.49713975022925,4,M,K3,0.001
LS.LA.WES.M.5,(61),Los Angeles,WES,74.49713975022925,5,M,K1,0.994
LS.LA.WES.M.5,(61),Los Angeles,WES,74.49713975022925,5,M,K2,0.006
LS.LA.WES.M.5,(61),Los Angeles,WES,74.49713975022925,5,M,K3,0
LS.PX.ENC.M.2,(89),Phoenix,ENC,75.56514329980962,2,M,K1,0.001
LS.PX.ENC.M.2,(89),Phoenix,ENC,75.56514329980962,2,M,K2,0.001
LS.PX.ENC.M.2,(89),Phoenix,ENC,75.56514329980962,2,M,K3,0.999
LS.PX.ENC.M.4,(60),Phoenix,ENC,75.56514329980962,4,M,K1,0
LS.PX.ENC.M.4,(60),Phoenix,ENC,75.56514329980962,4,M,K2,0
LS.PX.ENC.M.4,(60),Phoenix,ENC,75.56514329980962,4,M,K3,0.999
LS.PX.ENC.M.5,(89),Phoenix,ENC,75.56514329980962,5,M,K1,0.003
LS.PX.ENC.M.5,(89),Phoenix,ENC,75.56514329980962,5,M,K2,0.003
LS.PX.ENC.M.5,(89),Phoenix,ENC,75.56514329980962,5,M,K3,0.994
LS.LA.SAN.U.1,(54),Los Angeles,SAN,75.75918430875261,1,U,K1,0.999
LS.LA.SAN.U.1,(54),Los Angeles,SAN,75.75918430875261,1,U,K2,0.001
LS.LA.SAN.U.1,(54),Los Angeles,SAN,75.75918430875261,1,U,K3,0
LS.LA.SAN.U.2,(42),Los Angeles,SAN,75.75918430875261,2,U,K1,0.993
LS.LA.SAN.U.2,(42),Los Angeles,SAN,75.75918430875261,2,U,K2,0.006
LS.LA.SAN.U.2,(42),Los Angeles,SAN,75.75918430875261,2,U,K3,0
LS.LA.SAN.U.3,(74),Los Angeles,SAN,75.75918430875261,3,U,K1,0.997
LS.LA.SAN.U.3,(74),Los Angeles,SAN,75.75918430875261,3,U,K2,0.002
LS.LA.SAN.U.3,(74),Los Angeles,SAN,75.75918430875261,3,U,K3,0.001
LS.LA.SAN.U.4,(61),Los Angeles,SAN,75.75918430875261,4,U,K1,0.999
LS.LA.SAN.U.4,(61),Los Angeles,SAN,75.75918430875261,4,U,K2,0.001
LS.LA.SAN.U.4,(61),Los Angeles,SAN,75.75918430875261,4,U,K3,0
LS.LA.SAN.U.5,(55),Los Angeles,SAN,75.75918430875261,5,U,K1,0.998
LS.LA.SAN.U.5,(55),Los Angeles,SAN,75.75918430875261,5,U,K2,0.002
LS.LA.SAN.U.5,(55),Los Angeles,SAN,75.75918430875261,5,U,K3,0
LS.LA.PAR.M.2,(74),Los Angeles,PAR,76.71910610850755,2,M,K1,0.998
LS.LA.PAR.M.2,(74),Los Angeles,PAR,76.71910610850755,2,M,K2,0.001
LS.LA.PAR.M.2,(74),Los Angeles,PAR,76.71910610850755,2,M,K3,0.001
LS.LA.PAR.M.4,(58),Los Angeles,PAR,76.71910610850755,4,M,K1,0.756
LS.LA.PAR.M.4,(58),Los Angeles,PAR,76.71910610850755,4,M,K2,0.001
LS.LA.PAR.M.4,(58),Los Angeles,PAR,76.71910610850755,4,M,K3,0.243
LS.LA.GRI.M.1,(74),Los Angeles,GRI,77.31096711621902,1,M,K1,0.992
LS.LA.GRI.M.1,(74),Los Angeles,GRI,77.31096711621902,1,M,K2,0.008
LS.LA.GRI.M.1,(74),Los Angeles,GRI,77.31096711621902,1,M,K3,0
LS.LA.GRI.M.3,(76),Los Angeles,GRI,77.31096711621902,3,M,K1,0.998
LS.LA.GRI.M.3,(76),Los Angeles,GRI,77.31096711621902,3,M,K2,0.002
LS.LA.GRI.M.3,(76),Los Angeles,GRI,77.31096711621902,3,M,K3,0.001
LS.LA.VB1.U.1,(65),Los Angeles,VB1,78.51287872550068,1,U,K1,0.996
LS.LA.VB1.U.1,(65),Los Angeles,VB1,78.51287872550068,1,U,K2,0.004
LS.LA.VB1.U.1,(65),Los Angeles,VB1,78.51287872550068,1,U,K3,0
LS.LA.VB1.U.2,(80),Los Angeles,VB1,78.51287872550068,2,U,K1,0.938
LS.LA.VB1.U.2,(80),Los Angeles,VB1,78.51287872550068,2,U,K2,0.062
LS.LA.VB1.U.2,(80),Los Angeles,VB1,78.51287872550068,2,U,K3,0.001
LS.LA.VB1.U.3,(57),Los Angeles,VB1,78.51287872550068,3,U,K1,0.984
LS.LA.VB1.U.3,(57),Los Angeles,VB1,78.51287872550068,3,U,K2,0.015
LS.LA.VB1.U.3,(57),Los Angeles,VB1,78.51287872550068,3,U,K3,0
LS.LA.VB1.U.4,(55),Los Angeles,VB1,78.51287872550068,4,U,K1,0.999
LS.LA.VB1.U.4,(55),Los Angeles,VB1,78.51287872550068,4,U,K2,0.001
LS.LA.VB1.U.4,(55),Los Angeles,VB1,78.51287872550068,4,U,K3,0
LS.LA.FIG.U.1,(54),Los Angeles,FIG,78.72167995125778,1,U,K1,0.999
LS.LA.FIG.U.1,(54),Los Angeles,FIG,78.72167995125778,1,U,K2,0.001
LS.LA.FIG.U.1,(54),Los Angeles,FIG,78.72167995125778,1,U,K3,0
LS.LA.FIG.U.3,(58),Los Angeles,FIG,78.72167995125778,3,U,K1,0.989
LS.LA.FIG.U.3,(58),Los Angeles,FIG,78.72167995125778,3,U,K2,0.011
LS.LA.FIG.U.3,(58),Los Angeles,FIG,78.72167995125778,3,U,K3,0
LS.LA.FIG.U.5,(55),Los Angeles,FIG,78.72167995125778,5,U,K1,0.998
LS.LA.FIG.U.5,(55),Los Angeles,FIG,78.72167995125778,5,U,K2,0.001
LS.LA.FIG.U.5,(55),Los Angeles,FIG,78.72167995125778,5,U,K3,0
LS.LA.ESM.M.1,(86),Los Angeles,ESM,80.84519999508886,1,M,K1,0.998
LS.LA.ESM.M.1,(86),Los Angeles,ESM,80.84519999508886,1,M,K2,0.001
LS.LA.ESM.M.1,(86),Los Angeles,ESM,80.84519999508886,1,M,K3,0.001
LS.LA.ESM.M.2,(75),Los Angeles,ESM,80.84519999508886,2,M,K1,0.65
LS.LA.ESM.M.2,(75),Los Angeles,ESM,80.84519999508886,2,M,K2,0.006
LS.LA.ESM.M.2,(75),Los Angeles,ESM,80.84519999508886,2,M,K3,0.345
LS.LA.ESM.M.4,(87),Los Angeles,ESM,80.84519999508886,4,M,K1,0.994
LS.LA.ESM.M.4,(87),Los Angeles,ESM,80.84519999508886,4,M,K2,0.002
LS.LA.ESM.M.4,(87),Los Angeles,ESM,80.84519999508886,4,M,K3,0.003
LS.LA.ESM.M.5,(59),Los Angeles,ESM,80.84519999508886,5,M,K1,0.999
LS.LA.ESM.M.5,(59),Los Angeles,ESM,80.84519999508886,5,M,K2,0.001
LS.LA.ESM.M.5,(59),Los Angeles,ESM,80.84519999508886,5,M,K3,0
LS.BA.ML.U.2,(53),Baltimore,ML,85.12383662247483,2,U,K1,0.012
LS.BA.ML.U.2,(53),Baltimore,ML,85.12383662247483,2,U,K2,0.988
LS.BA.ML.U.2,(53),Baltimore,ML,85.12383662247483,2,U,K3,0
LS.BA.ML.U.4,(58),Baltimore,ML,85.12383662247483,4,U,K1,0.002
LS.BA.ML.U.4,(58),Baltimore,ML,85.12383662247483,4,U,K2,0.998
LS.BA.ML.U.4,(58),Baltimore,ML,85.12383662247483,4,U,K3,0
LS.BA.ML.U.5,(59),Baltimore,ML,85.12383662247483,5,U,K1,0.004
LS.BA.ML.U.5,(59),Baltimore,ML,85.12383662247483,5,U,K2,0.996
LS.BA.ML.U.5,(59),Baltimore,ML,85.12383662247483,5,U,K3,0
LS.MN.L01-LS.U.1,(91),Minneapolis,L01-LS,89.9104552458359,1,U,K1,0.013
LS.MN.L01-LS.U.1,(91),Minneapolis,L01-LS,89.9104552458359,1,U,K2,0.939
LS.MN.L01-LS.U.1,(91),Minneapolis,L01-LS,89.9104552458359,1,U,K3,0.049
LS.MN.L01-LS.U.2,(60),Minneapolis,L01-LS,89.9104552458359,2,U,K1,0
LS.MN.L01-LS.U.2,(60),Minneapolis,L01-LS,89.9104552458359,2,U,K2,0.999
LS.MN.L01-LS.U.2,(60),Minneapolis,L01-LS,89.9104552458359,2,U,K3,0
LS.MN.L01-LS.U.3,(44),Minneapolis,L01-LS,89.9104552458359,3,U,K1,0.001
LS.MN.L01-LS.U.3,(44),Minneapolis,L01-LS,89.9104552458359,3,U,K2,0.998
LS.MN.L01-LS.U.3,(44),Minneapolis,L01-LS,89.9104552458359,3,U,K3,0
LS.MN.L01-LS.U.4,(74),Minneapolis,L01-LS,89.9104552458359,4,U,K1,0.001
LS.MN.L01-LS.U.4,(74),Minneapolis,L01-LS,89.9104552458359,4,U,K2,0.998
LS.MN.L01-LS.U.4,(74),Minneapolis,L01-LS,89.9104552458359,4,U,K3,0.001
LS.MN.L04-LS.U.2,(51),Minneapolis,L04-LS,94.24808916571844,2,U,K1,0.001
LS.MN.L04-LS.U.2,(51),Minneapolis,L04-LS,94.24808916571844,2,U,K2,0.999
LS.MN.L04-LS.U.2,(51),Minneapolis,L04-LS,94.24808916571844,2,U,K3,0
